Year,Company_name,SEC_code,Industry_type,CSR_commitee,CSR_board_size,Compliance_environmental_laws,EPA_fines,Amount_of_fines,SDG_targets,Issue_green_bonds,Govt_collaboration,Total_carbon_emissions,Direct_carbon_emissions,Indirect_carbon_emissions,Scope3_carbon_emissions,Environmental_scores,Disclosure_scores,Energy_conservation,Water_treatment,Recycling,Biodiversity,Waste_management,Green_innovation,GHG_sales,Net_zero_targets,Disclosure_of_R&D,Climate_change_policy,Renewal_energy,Dow_jones_sustainability_index,FTSE4Good_Index,MSCI_ESG_index,Global_reporting_initiative,Integrated_reporting_framework,Risk_score,Controversy_level,Planning_zero_carbon,ESG_funds
2019,Sanmina,SANM,7,0,0,1,0,0,EG,0,0,335.99,121.9,214.09,0,25.28,44.43,1,1,0,0,1,0,54.2,1,0,0,0,1,0,0,1,1,0,0,0,66
2019,Science Applications International,SAIC,12,1,4,0,0,0,EG,0,0,15.04,0.82,14.21,0,6.31,32.8,0,0,0,0,0,0,2.29,0,0,0,0,1,0,0,0,0,22.17,0,0,83
2019,Seaboard,SEB,5,0,0,0,0,0,EG,0,0,0,0,0,0,0,25.43,0,0,0,0,0,0,128.87,0,0,0,0,1,2,0,0,1,51.46,3,0,28
2019,Select Medical Holdings,SEM,6,0,0,0,0,0,EG,0,0,0,0,0,0,0,32.07,0,0,0,0,0,0,40.16,0,0,0,0,1,0,0,0,1,0,0,0,124
2019,Sempra,SRE,4,1,4,1,1,3652,ESG,0,0,5438.25,5217.66,220.59,67599.1,70.19,74.28,1,1,0,1,1,0,657.28,1,0,1,1,1,2,3,1,0,24.72,3,0,680
2019,Sherwin0Williams,SHW,7,1,4,0,0,0,ESG,0,1,692.09,387.17,304.92,17.48,53.43,57.33,1,1,1,0,1,1,36.68,0,0,1,0,1,0,3,1,0,28.63,2,0,793
2019,Sinclair Broadcast Group,SBGI,11,0,0,0,0,0,E,0,0,0,0,0,0,0,27.43,0,0,0,0,0,0,9.7,0,0,0,0,1,0,0,0,1,0,0,0,59
2019,Sonic Automotive,SAH,19,0,0,1,0,0,EG,0,1,0,0,0,0,0.33,31.7,0,0,0,0,0,0,8.98,0,0,0,0,1,0,0,0,1,0,0,0,59
2019,Southern Company,SO,3,1,6,1,1,200000,EG,0,0,88250.4,88213.6,36.85,38773.4,54.42,55.09,1,1,0,1,1,1,4211.12,1,0,1,0,1,0,3,1,1,33.09,2,0,307
2019,Southwest Airlines,LUV,18,0,0,0,0,0,EG,0,1,20577.1,20532.3,44.78,158.3,46.84,60.01,1,0,0,0,1,0,1222.08,1,0,1,0,1,0,3,1,1,32.39,2,0,400
2019,SpartanNash,SPTN,5,0,0,0,0,0,ESG,0,0,0,0,0,0,0.48,33,0,0,1,0,1,0,44.67,0,0,0,0,1,0,0,0,1,0,0,0,97
2019,Sprouts Farmers Market,SFM,14,0,0,0,0,0,ESG,0,0,202.78,97.18,105.6,337.23,37.42,48.64,1,1,1,1,1,1,39.33,0,0,0,0,1,0,0,0,0,0,0,0,182
2019,Stanley Black & Decker,SWK,7,1,4,0,0,0,ESG,0,0,279,119,160,5450,41.38,46.74,1,1,1,0,1,0,24.73,1,0,0,0,1,2,3,1,0,25.75,1,0,664
2019,Starbucks,SBUX,5,1,6,0,0,0,ESG,0,0,1171,381,790,17237,32.2,50.05,1,1,1,1,1,1,53.04,1,1,1,1,1,2,3,0,0,24.83,3,0,909
2019,State Street,STT,13,0,0,0,0,0,ESG,0,0,84.67,8.94,75.73,90.87,41.77,53.56,1,1,0,0,1,1,6.24,0,0,1,0,1,2,3,1,0,22.27,2,0,854
2019,Steel Dynamics,STLD,8,0,0,1,0,0,ESG,0,0,4391.31,1744.67,2646.64,0,55.69,57.14,1,1,0,0,1,0,412.83,0,0,1,0,1,0,3,0,0,32.21,1,0,688
2019,StoneX,SNEX,13,0,0,0,0,0,EG,0,1,0,0,0,0,0,31.84,0,0,0,0,0,0,13.39,0,0,0,0,1,0,3,0,1,0,0,0,66
2019,Stryker,SYK,12,0,0,0,0,0,ESG,0,0,0,0,0,0,14.38,37.14,1,0,0,0,1,0,29.94,0,1,0,0,1,0,3,0,0,28.52,3,0,675
2019,Synchrony Financial,SYF,13,1,3,0,0,0,ESG,0,0,26.8,1.97,24.83,12.67,8.4,42.65,1,1,0,0,1,1,0.64,0,0,1,0,1,0,3,0,0,17.22,2,0,712
2019,Sysco,SYY,7,1,5,0,0,0,ESG,0,0,1410.6,1121.15,289.45,11.73,46.63,54.33,1,1,0,1,1,1,30.13,0,0,0,1,1,0,3,1,0,12.06,2,0,606
2019,T. Rowe Price,TROW,13,0,0,0,0,0,ESG,0,0,26.87,1.87,25,9.76,21.2,48.3,1,1,0,0,1,1,3.51,1,0,1,0,1,0,3,0,0,17.05,1,1,841
2019,Talor Morrison Home,TMHC,9,0,0,0,0,0,ESG,0,0,0,0,0,0,31.17,48.95,1,1,0,1,1,1,4.68,0,0,0,0,1,0,0,1,0,0,0,0,142
2019,Targa Resources,TRGP,4,0,0,1,0,0,ESG,0,0,0,7500,0,46900,34.31,46.31,1,0,0,1,1,0,1243.26,0,0,1,0,1,0,3,1,0,33.98,2,0,237
2019,Target,TGT,16,0,0,0,0,0,ESG,0,1,2917.55,755.48,2162.06,78400,47.72,59.94,1,1,1,1,1,0,26.49,1,1,1,0,1,0,3,1,0,14.72,3,0,1113
2019,TD Synnex,SNX,12,0,0,0,0,0,EG,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,10.01,1,0,0,0,1,0,0,0,1,11.48,2,0,110
2019,Tenet Healthcare,THC,6,0,0,1,0,0,EG,0,1,0,0,0,0,0.33,36.68,0,0,0,0,0,0,39.34,0,0,0,0,1,0,0,0,1,35.19,3,0,103
2019,Tenneco,TEN,19,0,0,1,0,0,ESG,0,0,1562.02,383.27,1178.75,0,33.13,48.67,1,1,0,0,1,0,75.6,0,0,0,0,1,0,0,1,0,0,0,0,54
2019,Tesla,TSLA,19,0,0,0,0,0,ESG,0,0,0,0,0,0,33.83,42.68,1,1,0,0,1,0,12.87,0,1,1,1,1,0,3,0,0,28.54,3,0,1128
2019,Texas Instruments,TXN,12,0,0,1,0,0,ESG,0,0,2034.41,966.58,1067.83,0,67.23,68.83,1,1,1,1,1,1,147.83,0,0,1,0,1,2,3,1,0,19.93,2,0,1300
2019,Textron,TXT,19,0,0,0,0,0,ESG,0,0,603.1,199.03,404.07,0,32.35,47.95,1,1,0,0,1,0,43.36,1,0,0,0,1,0,3,0,0,33.81,2,0,241
2019,Thermo Fisher Scientific,TMO,6,1,3,0,0,0,ESG,0,1,472.75,161.07,311.69,0,28.18,48.18,1,1,1,0,1,1,19.92,1,1,1,0,1,0,3,0,0,13.52,3,0,1372
2019,Thor Industries,THO,19,0,0,0,0,0,ESG,0,0,0,0,0,0,16.52,40.81,0,0,0,0,0,0,24.05,1,0,1,0,1,0,0,0,1,29.21,0,0,122
2019,TJX,TJX,2,1,4,1,0,0,ESG,0,0,782.88,109.3,673.58,80.3,34.46,50.79,1,1,1,0,1,1,17.91,0,0,1,0,1,2,3,1,0,14.43,2,0,943
2019,Toll Brothers,TOL,9,0,0,1,0,0,EG,0,0,0,0,0,0,0,32.58,0,0,0,0,0,0,4.34,0,0,0,0,1,0,0,0,1,22.59,2,0,112
2019,Tractor Supply,TSCO,16,1,3,0,0,0,ESG,0,0,253.24,76.9,176.34,0,13.2,47.41,1,1,1,0,1,1,24.57,1,0,1,0,1,0,3,0,0,13.76,2,0,922
2019,Travelers Cos.,TRV,1,0,0,1,0,0,ESG,1,0,51.72,23.75,27.97,17.82,22.8,54.37,1,1,0,0,0,0,1.13,1,0,1,0,1,2,3,1,0,20.52,1,0,847
2019,Truist Financial,TFC,13,1,5,1,0,0,ESG,0,0,414.55,26.64,387.91,7.1,15.55,46,1,1,0,0,1,1,12.87,1,0,1,0,1,0,3,1,0,18.16,2,0,832
2019,Tyson Foods,TSN,5,0,0,1,1,36323,ESG,0,0,5737.14,3483.78,2253.36,0,61.25,59.89,1,1,1,1,1,1,146.43,1,1,0,0,1,0,3,1,0,36.67,4,0,535
2019,U.S. Bancorp ,USB,13,1,6,0,0,0,ESG,0,0,312.41,56.48,255.93,170.57,29.45,47.66,1,0,0,0,0,0,11.37,1,0,0,0,0,2,3,0,0,30.05,3,0,723
2019,Uber Technologies,UBER,12,0,0,0,0,0,EG,0,0,122.22,2.74,119.48,5896.46,26.55,46.31,1,0,0,0,0,1,9.85,1,1,1,1,1,0,3,0,0,29.23,4,0,530
2019,UGI,UGI,3,1,5,0,0,0,ESG,0,0,2072.91,2040.83,32.08,0,19.15,42.36,1,1,0,1,0,1,245.07,0,0,1,0,1,0,3,0,0,34,2,0,479
2019,Ulta Beauty,ULTA,6,0,0,0,0,0,ESG,0,0,151.01,7.39,143.62,5.81,4.26,36.62,0,0,0,0,0,0,18.74,0,0,0,0,1,0,3,0,1,15.46,2,0,645
2019,Union Pacific,UNP,18,1,5,1,0,0,EG,0,1,10415.5,9688.96,726.51,15.5,36.42,51.63,1,1,0,1,1,1,526.61,0,1,1,0,1,2,3,1,1,25.26,2,0,960
2019,United Airlines Holdings,UAL,18,1,6,1,0,0,ESG,0,0,34608.6,34406.9,201.69,22131.7,36.67,49.12,1,0,0,0,1,1,1166.03,1,0,1,0,1,0,0,1,1,30.1,2,0,154
2019,United Natural Foods,UNFI,5,1,4,0,0,0,ESG,0,0,675.99,367.48,0,17744.4,14.74,39.32,1,1,0,1,1,1,40.43,0,1,1,0,1,0,0,1,0,0,0,0,110
2019,United Rentals,URI,1,1,5,1,1,11698,ESG,0,0,383.39,338.53,44.86,0,45.61,52.01,1,1,0,0,1,0,51.12,0,0,0,0,1,0,3,1,0,18.45,1,0,804
2019,United States Steel ,X,7,1,6,1,0,0,ESG,0,1,33.077,29930,3147,0,27.21,46.65,1,1,0,1,1,0,1838.32,1,0,0,0,1,0,0,1,0,34.79,3,0,56
2019,UnitedHealth Group,UNH,6,1,3,0,0,0,ESG,0,0,170.71,17.71,153,429.81,32.89,50.45,1,1,1,1,1,1,1.72,1,1,0,0,1,2,3,0,0,17.54,3,0,1237
2019,Univar Solutions,UNVR,1,1,5,0,0,0,ESG,0,0,185.95,151.82,33.13,37.53,51.13,54.72,1,1,1,0,1,0,15.46,1,1,1,0,1,0,0,1,0,19.29,2,0,86
2019,Universal Health Services,UHS,6,0,0,1,0,0,ESG,0,1,0,0,0,0,1.24,33.28,1,0,0,0,1,1,57.44,0,0,0,0,1,0,3,0,1,32.9,3,0,380
2019,Unum Group,UNM,15,1,4,0,0,0,ESG,0,0,27.03,6.69,20.34,33.49,16.82,48.74,1,1,0,0,1,0,1.71,0,0,1,0,1,0,0,1,0,20.03,1,0,160
2019,UPS,UPS,1,0,0,1,0,0,ESG,0,0,14977,14223,754,21008,57.41,67.17,1,1,1,1,1,1,295.07,0,0,1,1,0,2,3,1,1,19.5,2,0,932
2019,US Food Holding,USFD,5,1,3,1,0,0,ESG,0,0,733.52,567.18,166.34,0,32.2,40.28,1,0,1,0,1,1,28.3,0,0,0,0,1,0,0,0,1,13.37,1,0,126
2019,Valero Energy ,VLO,4,1,3,0,0,0,ESG,0,0,0,23000,0,0,20.18,49.76,1,1,0,1,1,0,462.79,1,0,1,0,1,2,3,0,0,30.05,2,0,680
2019,Veritiv,VRTV,1,0,0,0,0,0,ESG,0,0,0,0,0,0,14.38,39.15,0,0,1,0,0,1,14.5,0,0,0,0,1,0,3,0,1,0,0,0,56
2019,Verizon Communications,VZ,11,1,5,1,0,0,ESG,1,0,4365.63,358.75,4006.87,16954.2,35.03,57.57,1,1,0,0,1,1,37.49,1,1,1,1,1,0,3,1,0,18.48,3,0,1111
2019,Vertex Pharmaceuticals,VRTX,6,0,0,0,0,0,ESG,0,0,13.45,5.64,7.81,0,18.45,41.57,1,0,0,0,1,1,9.35,0,0,0,0,1,0,3,0,0,23.07,2,0,1101
2019,VF,VFC,2,1,6,0,0,0,ESG,0,0,233.25,72.82,160.42,7585.1,32.26,52.71,1,1,1,1,1,1,6.59,1,1,1,1,1,0,3,1,1,12.89,2,0,1019
2019,ViacomCBS,VIAB,1,1,3,1,0,0,ESG,0,0,0,0,0,0,14.38,25.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
2019,Visa,V,13,1,5,0,0,0,ESG,0,1,64.5,11.73,52.77,521.87,32.04,50.18,1,1,0,0,1,1,3.32,1,1,1,1,1,2,3,1,0,16.07,3,0,1522
2019,Vistra,VST,1,1,2,1,0,0,ESG,0,0,105772,105523,249.07,0,44.37,55.62,1,0,0,0,0,1,9652.77,1,1,1,0,1,0,3,1,0,34.82,2,1,164
2019,Voya Financial,VOYA,13,0,0,0,0,0,ESG,0,1,16.15,1.15,15.01,7.01,33.22,50.37,1,1,0,0,1,0,2.38,1,0,0,0,1,2,0,1,0,24.86,1,0,286
2019,W.R. Berkley,WRB,15,1,0,1,0,0,ESG,1,1,1.23,0.8,0.43,6.92,7.85,34.52,1,1,0,1,1,1,0.64,0,0,1,0,1,2,3,1,0,21.95,1,0,502
2019,W.W. Grainger,GWW,1,1,10,1,0,0,ESG,0,0,115.65,34.69,80.96,17629.6,39.02,57.05,1,1,1,0,1,1,9.52,1,1,1,0,1,2,3,1,0,14.6,1,0,913
2019,Walgreens Boots Alliance,WBA,6,1,4,0,0,0,ESG,0,0,2066,421,1645,37899,42.07,59.1,1,1,1,1,1,0,14.81,1,0,1,0,1,0,3,1,0,18.29,3,0,654
2019,Walmart,WMT,16,1,3,1,0,0,ESG,0,0,18120,6100,12020,0,22.53,46.63,1,1,1,0,1,1,88.86,1,1,1,1,1,0,3,1,0,24.63,4,0,621
2019,Walt Disney,DIS,10,0,0,0,0,0,ESG,0,0,1865.38,855.07,1010.31,0,32.35,52.91,1,1,1,1,1,1,20.81,1,0,1,0,1,0,3,1,0,14.88,2,0,1164
2019,Waste Management,WM,1,0,0,0,0,0,ESG,0,0,15863,15624.6,238.34,3211.66,58.59,69.51,1,1,0,1,1,1,1176.95,0,0,1,1,1,0,3,1,0,16.73,2,0,1054
2019,Wayfair,W,16,0,0,0,0,0,EG,0,0,0,0,0,0,0,32.12,0,0,0,0,0,0,5.65,0,0,0,0,1,0,3,0,1,29.2,2,0,369
2019,WEC Energy Group,WEC,4,0,0,0,0,0,ESG,0,1,22177,22067,110,32937,65.75,64.96,1,1,0,1,1,0,3031.28,1,1,1,0,1,2,3,0,0,27.52,1,0,301
2019,Wells Fargo,WFC,13,1,4,0,0,0,ESG,0,0,863.32,91.99,771.33,3610.45,42.1,63.94,1,1,0,0,1,1,10.72,0,0,1,1,1,0,3,1,0,32.84,5,0,530
2019,WESCO International ,WCC,17,0,0,0,0,0,ESG,0,0,0,0,0,0,15.61,40.49,1,0,0,0,1,1,4.89,0,0,0,0,1,2,0,0,0,22.15,0,0,117
2019,Western Digital,WDC,12,0,0,1,0,0,ESG,0,0,1020.99,50.56,970.43,35.33,46.66,60.6,1,0,1,0,1,0,56.87,0,1,1,0,1,0,3,1,0,11.43,1,0,717
2019,Westinghouse Air Brake Technologies,WAB,7,0,0,0,0,0,ES,0,0,384.48,0,0,0,20.18,43.44,1,1,0,0,1,1,27.32,0,0,0,0,1,0,3,0,0,23.25,1,0,574
2019,WestRock,WRK,8,0,0,1,0,0,ESG,0,1,8159.97,6200.6,2319.37,0,53.79,61.87,1,1,1,1,1,0,645.43,0,0,1,0,1,2,3,1,1,20.68,1,0,663
2019,Weyerhaeuser,WY,8,1,4,0,0,0,ESG,0,0,1110,410,700,0,63.67,65.98,1,1,0,1,1,1,107.36,0,1,1,0,1,0,3,1,0,17.56,2,0,786
2019,Whirlpool ,WHR,16,0,0,1,0,0,ESG,0,1,684.41,182.1,502.31,67600,42.62,57.43,1,1,1,0,1,1,32.71,1,1,1,0,1,2,3,1,0,15.8,2,0,576
2019,Willams,WMB,3,1,5,0,0,0,ESG,0,0,12650,11180,1470,0,50.5,65.76,1,1,0,1,1,0,1320.91,1,0,1,0,0,0,3,1,0,23.5,2,0,674
2019,Williams0Sonoma,WSM,16,0,0,1,0,0,ESG,0,0,92.34,16.69,75.65,0,14.07,43.31,1,0,1,0,1,0,15.15,0,0,1,0,1,0,0,0,0,11.63,2,0,222
2019,World Fuel Services,INT,4,1,7,1,0,0,EG,0,1,59.97,53.12,6.85,0,5.26,34.5,1,1,0,0,1,0,4.66,0,0,0,0,1,0,0,0,1,0,0,0,92
2019,Xcel Energy,XEL,4,1,6,1,1,3035,ESG,1,1,44663.6,44055.9,607.64,7122.92,57.9,70.23,1,1,0,1,1,1,3524.73,1,0,1,1,1,0,3,1,0,23.7,2,1,373
2019,Xerox Holdings,XRX,1,1,3,1,0,0,ESG,0,0,127.83,83.73,44.1,824.79,74.18,65.24,1,1,1,0,1,0,15.14,1,0,1,1,1,0,0,1,1,16.89,2,0,159
2019,XPO Logistics,XPO,18,0,0,0,0,0,ESG,0,0,2014.71,1808.7,206,777.94,37.84,49.3,1,1,1,0,1,1,132.85,1,0,1,0,1,0,0,1,0,25.74,3,0,135
2019,Yum Brands,YUM,5,0,0,0,0,0,ESG,0,1,163.89,23.54,140.34,36159.7,46.12,57.12,1,1,1,0,1,1,27.13,1,1,1,1,1,2,3,1,0,20.55,2,0,608
2019,Yum China Holdings,YUMC,5,0,0,1,0,0,ESG,0,1,2070.79,114.72,1956.07,0,25.07,53.48,1,1,1,0,1,1,277.02,1,1,1,0,1,2,3,1,0,20.21,2,0,566
2019,Zimmer Biomet Holdings,ZBH,8,1,5,0,0,0,ESG,0,0,80.14,0,0,0,24.83,44.32,1,1,0,1,1,0,7.66,0,1,0,0,1,0,3,0,0,27.3,2,0,569
2019,Zoetis,ZTS,6,1,5,1,0,0,ESG,0,0,299.55,82.04,217.51,0,35.73,49.62,1,1,0,0,1,0,45.23,0,0,0,0,1,0,3,0,0,18.47,1,0,1118
2020,3M,MMM,1,1,5,1,0,0,ESG,0,1,5280,3600,1680,9279.3,54.55,63.78,1,1,1,1,1,1,152.22,1,0,1,1,1,2,3,1,0,33.61,3,0,844
2020,Abbott Laboratories,ABT,6,1,7,0,0,0,ESG,0,1,980,500,480,11222.1,74.78,78.76,1,1,1,1,1,1,27.64,0,1,1,0,1,0,3,0,0,24.98,3,0,968
2020,AbbVie,ABBV,6,1,6,0,0,0,ESG,0,1,578,265,313,0,38.27,63.48,1,1,0,0,1,0,14.65,0,1,1,1,1,2,3,0,0,27.84,3,0,1124
2020,ABM Industries,ABM,1,0,0,0,0,0,ESG,0,1,42.64,36.83,5.81,2.2,29.66,48.4,1,1,0,1,1,1,7.03,0,0,1,0,1,0,0,1,0,0,0,0,90
2020,Academy Sports and Outdoors,ASO,20,0,0,0,0,0,ESG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28,0,0,0,0,1,0,0,1,0,0,0,0,82
2020,Activision Blizzard,ATVI,1,0,0,0,0,0,ESG,0,0,0,0,0,0,15.61,40.34,1,0,0,0,1,1,3.12,1,0,0,0,1,0,3,0,0,18.94,4,0,706
2020,Adobe,ADBE,12,0,0,0,0,0,ESG,0,0,61.02,9.84,51.18,438.24,65.09,69.11,1,0,0,0,1,1,4.78,0,1,1,1,1,0,3,1,0,12.46,1,0,1448
2020,Advance Auto Parts,AAP,19,1,4,0,0,0,ESG,0,0,0,78.93,0,0,22.77,48.22,1,0,0,1,1,0,31.95,0,1,1,0,1,0,3,0,0,12.97,2,0,577
2020,Advanced Micro Devices (AMD),AMD,9,0,0,0,0,0,ESG,0,0,47.32,2.34,44.99,5554.65,60.01,68.63,1,1,1,0,1,1,3.12,0,1,0,1,1,0,3,1,0,20.09,1,0,1003
2020,AECOM,ACM,9,1,5,1,0,0,ESG,0,0,112.34,0,0,5734.29,18.54,41.62,1,1,0,0,1,1,6.55,1,1,1,0,1,0,0,0,0,26.19,2,1,169
2020,AES,AES,4,1,4,0,0,0,ESG,1,1,43215,42961,254,7269.2,73.03,71.03,1,1,0,1,1,0,5309.13,1,0,1,0,1,2,3,1,2,34.15,2,0,325
2020,Aflac,AFL,15,1,4,0,0,0,ESG,0,1,12.26,2.09,10.17,338.66,27.12,46.12,1,0,0,0,1,1,0.67,1,0,1,0,1,0,3,1,0,17.3,2,0,776
2020,AGCO,AGCO,9,1,4,1,0,0,ESG,0,1,0,0,0,0,15.8,39.5,1,0,0,0,0,0,16.5,0,0,1,1,1,0,0,0,0,20.45,2,0,315
2020,Air Products & Chemicals,APD,3,1,5,0,0,0,EG,0,1,24183.9,15024.6,9159.24,8400,57.2,70.77,1,1,1,1,1,0,2789.28,0,0,1,0,1,0,3,1,0,10.81,1,0,661
2020,Albertsons,ACI,5,0,0,0,0,0,ESG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.66,0,0,0,0,1,0,3,0,0,29.74,3,0,52
2020,Alcoa,AA,8,1,6,1,1,70200,ESG,0,1,23900,18500,5400,40700,77.26,79.86,1,1,0,1,1,1,2112.6,1,0,1,0,1,2,3,1,0,24.78,3,0,254
2020,Alexion Pharmaceuticals,ALXN,6,0,0,0,0,0,ESG,0,1,11.27,6.9,4.37,0,53.76,45.99,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,68
2020,Allenghany,Y,15,1,4,1,0,0,ESG,1,0,0,0,0,0,15.04,40.42,0,0,0,0,0,0,4.74,0,0,1,0,1,2,3,0,0,21.71,1,0,380
2020,Allstate,ALL,15,1,4,0,0,0,ESG,0,1,98.67,20.85,77.82,494.67,29.39,56.17,1,1,0,0,1,1,2.29,0,0,1,0,1,2,3,1,0,19.22,2,0,848
2020,Ally Financial ,ALLY,13,0,0,0,0,0,ESG,0,0,0,0,0,0,1.75,34.51,1,1,0,0,1,1,19.16,1,0,0,0,1,0,3,1,0,22.23,2,0,757
2020,Alphabet,GOOGL,12,0,0,0,0,0,ESG,1,1,5903.79,950.11,38.69,5865.1,51.43,58.69,1,1,1,1,1,1,30.27,1,0,1,1,1,0,3,0,0,24.14,4,1,1490
2020,Altice USA,ATUS,7,0,0,0,0,0,ESG,0,1,0,0,0,0,0,27.78,0,0,0,0,0,0,17.41,0,0,0,0,1,0,0,0,0,22.37,2,1,116
2020,Altria Group,MO,5,1,6,1,0,0,ESG,0,1,284.01,139.87,144.14,5532.01,68.35,67.35,1,1,0,1,1,0,16.46,0,1,1,1,1,0,3,1,0,23.99,2,0,270
2020,Amazon,AMZN,11,1,3,0,0,0,ESG,0,1,14890,9620,5270,45760,23.62,51.55,1,1,1,1,1,1,144.93,1,1,1,1,1,0,3,0,0,30.28,3,1,1314
2020,Ameren,AEE,4,1,7,0,0,0,ESG,0,0,26025.3,25967.2,58.11,13769.7,44,57.09,1,1,0,1,1,0,5213.11,1,1,1,1,1,0,3,0,0,29.44,2,0,272
2020,American Airlines Group,AAL,18,1,5,0,1,1500,ESG,0,1,20089,19831,258,9674,64.09,62.73,1,1,0,0,1,1,1145.27,1,1,1,1,1,0,0,0,0,29.1,2,0,194
2020,American Electric Power,AEP,16,1,7,1,0,0,EG,0,0,49680.6,49271.4,409.23,40440.5,54.61,64.87,1,1,0,1,1,1,3977.78,1,0,1,1,1,0,3,1,0,25.81,2,0,339
2020,American Express,AXP,1,1,6,0,0,0,ESG,0,1,109.64,19.62,90.02,5.51,46.36,62.39,1,1,1,0,1,1,2.65,1,1,1,1,1,2,3,1,0,18.38,2,1,1091
2020,American Financial Group,AFG,13,0,0,0,0,0,ESG,0,0,0,0,0,0,0.33,31.56,0,0,0,0,0,0,4.35,0,0,0,0,1,0,3,0,0,29.09,1,0,331
2020,American International Group,AIG,15,1,4,0,0,0,ESG,1,1,77.26,6.16,71.11,430.6,20.05,44.76,1,0,0,0,0,1,2.04,1,1,1,0,0,0,3,1,0,25.32,2,0,663
2020,American Tower,AMT,13,0,0,0,0,0,ESG,0,0,627.71,596.97,30.74,3581.97,40.38,55.83,1,1,0,1,0,0,114.63,0,0,1,0,1,0,3,1,0,10.94,0,0,1086
2020,Ameriprise Financial ,AMP,13,1,4,0,0,0,ESG,0,0,11.94,1.64,10.3,0,10.66,42.61,1,0,0,0,1,1,1.4,0,0,1,0,1,2,3,0,0,22.61,2,0,839
2020,AmerisourceBergen,ABC,14,1,3,0,0,0,ESG,0,0,107.65,33.36,74.29,25.78,46.87,63.26,0,0,0,0,0,0,0.67,0,1,1,1,1,0,3,1,0,12.32,3,0,751
2020,Amgen,AMGN,6,1,4,0,0,0,ESG,0,0,277.49,138.96,138.53,2763.75,53.31,64.96,1,1,1,0,1,1,13.1,1,0,0,0,1,2,3,0,0,22.04,3,0,1224
2020,Amphenol,APH,11,1,3,0,0,0,ESG,0,0,337.76,31.28,306.48,0,56.09,55.79,1,1,1,0,1,0,41.96,0,0,1,0,1,0,3,1,0,21.58,2,0,526
2020,Analog Devices,ADI,12,1,2,0,0,0,ESG,1,0,140.62,0,0,1.59,39.17,53.72,1,1,1,0,0,0,56.84,1,0,1,1,1,0,3,1,0,23.78,0,0,828
2020,Andersons,ANDE,5,0,0,0,0,0,ESG,0,0,0,0,0,0,0.48,32.59,0,0,0,0,1,0,53.91,0,0,0,0,1,0,0,0,0,0,0,0,76
2020,Anthem,ELV,6,1,4,0,0,0,ESG,0,0,103.43,12.3,91.14,947.2,37,53.14,1,1,0,0,1,1,0.73,0,0,1,1,1,0,3,1,0,11.48,2,0,1067
2020,Apple,AAPL,12,0,0,0,0,0,ESG,1,1,937.63,47.44,890.19,22547,48.05,54.36,1,1,1,1,1,1,3.6,1,1,1,1,1,0,3,1,0,16.41,3,0,1383
2020,Applied Materials,AMAT,8,1,3,1,0,0,0,0,1,175.5,48.9,126.6,8.4,38.33,60.62,1,1,1,0,1,0,9.96,0,1,1,1,1,0,3,1,0,11.56,1,0,1221
2020,Aramark,ARMK,5,1,5,1,0,0,ESG,0,0,386.36,329.94,56.41,4311.06,34.76,45.84,1,1,1,1,1,0,36.94,0,1,0,0,1,0,3,0,0,26.47,2,0,325
2020,Archer Daniels Midland,ADM,5,1,5,0,0,0,ESG,0,1,16200,13500,2700,37800,42.46,55.91,1,1,0,1,1,0,221.02,0,1,1,0,1,0,3,1,2,36.4,3,0,610
2020,Arrow Electronics,ARW,17,1,5,1,0,0,ESG,0,0,0,0,0,0,1.24,34.65,1,1,0,0,1,1,34.37,0,0,0,0,1,0,3,0,0,9.94,1,0,390
2020,Arthur J. Gallagher,AJG,15,0,0,0,0,0,ESG,0,0,47.19,0.03,47.16,37.06,5.68,35.48,1,0,0,0,0,0,8.16,0,0,1,0,1,0,3,0,0,21.75,2,0,646
2020,Asbury Automotive Group,ABG,19,0,0,0,0,0,ESG,0,0,0,0,0,0,1.75,34.21,1,1,0,0,1,0,11.28,0,0,0,0,1,0,0,0,0,0,0,0,116
2020,Assurant,AIZ,15,0,0,0,0,0,ESG,0,0,17.56,1.13,16.43,340.52,29.39,50.4,1,1,0,0,1,0,1.94,0,0,1,0,1,0,3,0,0,24.59,3,0,546
2020,AT&T,T,11,1,4,0,0,0,ESG,0,1,6680.01,1044.75,5635.26,4513.31,60.5,71.55,1,1,1,0,1,1,45.5,1,1,1,1,1,2,3,1,0,22.07,3,0,829
2020,Autoliv,ALV,1,1,5,0,0,0,ESG,0,0,381.64,97.97,283.67,0,46.27,54.87,1,1,0,1,1,0,56.23,1,1,1,0,1,0,0,0,0,16.95,3,0,179
2020,Automatic Data Processing,ADP,1,0,0,0,0,0,ESG,0,0,0,0,0,0,15.95,45.36,1,0,0,0,1,1,8.94,1,0,1,0,1,0,3,1,0,13.97,1,0,1050
2020,AutoNation,AN,19,1,3,0,0,0,ESG,0,0,0,0,0,0,15.22,37.91,0,1,0,0,0,1,10.06,0,0,0,0,1,0,0,0,0,13,2,0,112
